Entidad,Municipio,Subdelegacion,Clues,Tipo,Nombre,Nivel,Situacion,Latitud,Longitud,Tipo Vialidad,Vialidad,Numero,Tipo Asentamiento,Asentamiento,CP,Direccion Completa,Nombre Completo
Guerrero,Atoyac de Álvarez,Guerrero,GRIST000054,Unidad de Medicina Familiar,Atoyac de Álvarez,Primer Nivel,Propia,17.2066,-100.44,Calle,Mariscal,S/N,Colonia,Silvestre Mariscal,40930,"Calle Mariscal S/N, Colonia Silvestre Mariscal, Atoyac de Álvarez, Guerrero, CP. 40930",UMF Atoyac de Álvarez
Guerrero,Acapulco de Juárez,Guerrero,GRIST000322,Consultorio de Atención Familiar,Cd. Renacimiento,Primer Nivel,Rentada,16.9025,-99.8356,Calle,13 Esq Calle 18 ,S/N,Colonia,Emiliano Zapata,39407,"Calle 13 Esq Calle 18  S/N, Colonia Emiliano Zapata, Acapulco de Juárez, Guerrero, CP. 39407",CAF Cd. Renacimiento
Guerrero,Ayutla de los Libres,Guerrero,GRIST000066,Unidad de Medicina Familiar,Ayutla de los Libres,Primer Nivel,Propia,16.9687,-99.0927,Calle,Ignacio Manuel Altamirano,S/N,Colonia,San Felipe De Jesús,39200,"Calle Ignacio Manuel Altamirano S/N, Colonia San Felipe De Jesús, Ayutla de los Libres, Guerrero, CP. 39200",UMF Ayutla de los Libres
Guerrero,Coyuca de Benítez,Guerrero,GRIST000083,Unidad de Medicina Familiar,Coyuca de Benítez,Primer Nivel,Propia,17.0099,-100.0889,Avenida,Emperador Cuahutémoc,S/N,Colonia,Centro,40970,"Avenida Emperador Cuahutémoc S/N, Colonia Centro, Coyuca de Benítez, Guerrero, CP. 40970",UMF Coyuca de Benítez
Guerrero,Florencio Villarreal,Guerrero,GRIST000416,Consultorio de Atención Familiar,Cruz Grande,Primer Nivel,Subrogada,16.7221,-99.1283,Calle,Plaza Principal,S/N,Colonia,Centro,41800,"Calle Plaza Principal S/N, Colonia Centro, Florencio Villarreal, Guerrero, CP. 41800",CAF Cruz Grande
Guerrero,Cuajinicuilapa,Guerrero,GRIST000392,Unidad de Medicina Familiar,Cuajinicuilapa,Primer Nivel,Propia,16.4673,-98.4046,Calle,Hermenegildo Galeana,S/N,Colonia,Los Lirios,41940,"Calle Hermenegildo Galeana S/N, Colonia Los Lirios, Cuajinicuilapa, Guerrero, CP. 41940",UMF Cuajinicuilapa
Guerrero,San Marcos,Guerrero,GRIST000240,Unidad de Medicina Familiar,Las Vigas,Primer Nivel,Propia,16.7597,-99.228,Callejón, 20 de Noviembre,S/N,Colonia,Centro,39990,"Callejón  20 de Noviembre S/N, Colonia Centro, San Marcos, Guerrero, CP. 39990",UMF Las Vigas
Guerrero,Marquelia,Guerrero,GRIST000071,Unidad de Medicina Familiar,Marquelia,Primer Nivel,Propia,16.5836,-98.8144,Calle,Constitución,S/N,Colonia,16 De Septiembre,41930,"Calle Constitución S/N, Colonia 16 De Septiembre, Marquelia, Guerrero, CP. 41930",UMF Marquelia
Guerrero,Petatlán,Guerrero,GRIST000206,Unidad de Medicina Familiar,Petatlán,Primer Nivel,Propia,17.5351,-101.2669,Calle,Tamarindos,S/N,Colonia,Gustavo Diaz Ordaz,40853,"Calle Tamarindos S/N, Colonia Gustavo Diaz Ordaz, Petatlán, Guerrero, CP. 40853",UMF Petatlán
Guerrero,Benito Juárez,Guerrero,GRIST000375,Consultorio de Atención Familiar,San Jerónimo de Juárez,Primer Nivel,Subrogada,17.1372,-100.467,Calle, Progreso Sn Altos Prog Perd 16052007 Jsv Y Planta Alta F5430,S/N,Colonia,Centro,40960,"Calle  Progreso Sn Altos Prog Perd 16052007 Jsv Y Planta Alta F5430 S/N, Colonia Centro, Benito Juárez, Guerrero, CP. 40960",CAF San Jerónimo de Juárez
Guerrero,San Luis Acatlán,Guerrero,GRIST000223,Unidad de Medicina Familiar,San Luis Acatlán,Primer Nivel,Propia,16.806,-98.7313,Calle,Corregidora,S/N,Colonia,San Miguel,41600,"Calle Corregidora S/N, Colonia San Miguel, San Luis Acatlán, Guerrero, CP. 41600",UMF San Luis Acatlán
Guerrero,San Marcos,Guerrero,GRIST000235,Unidad de Medicina Familiar,San Marcos,Primer Nivel,Propia,16.7979,-99.3926,Calle,Mina y 5 de Febrero,S/N,Colonia,Centro,39960,"Calle Mina y 5 de Febrero S/N, Colonia Centro, San Marcos, Guerrero, CP. 39960",UMF San Marcos
Guerrero,Tecoanapa,Guerrero,GRIST000474,Unidad de Medicina Familiar,Tecoanapa,Primer Nivel,Propia,16.9879,-99.2571,Calle,Primero de Mayo,S/N,Colonia,San Juan,39270,"Calle Primero de Mayo S/N, Colonia San Juan, Tecoanapa, Guerrero, CP. 39270",UMF Tecoanapa
Guerrero,Acapulco de Juárez,Guerrero,GRIST000351,Consultorio de Atención Familiar,Xaltianguis,Primer Nivel,Subrogada,17.0968,-99.7174,Calle,20 de Noviembre,S/N,Colonia,Centro,39910,"Calle 20 de Noviembre S/N, Colonia Centro, Acapulco de Juárez, Guerrero, CP. 39910",CAF Xaltianguis
Guerrero,Zihuatanejo de Azueta,Guerrero,GRIST000165,Unidad de Medicina Familiar,Zihuatanejo,Primer Nivel,Propia,17.6474,-101.5236,Calle,Juan Pineda,S/N,Colonia,Agua De Correa,40894,"Calle Juan Pineda S/N, Colonia Agua De Correa, Zihuatanejo de Azueta, Guerrero, CP. 40894",UMF Zihuatanejo
Guerrero,Acapulco de Juárez,Guerrero,GRIST000334,Consultorio de Atención Familiar,UHF. Acapulco,Primer Nivel,Convenio,16.8769,-99.8969,Calle,del Maestro,S/N,Colonia,FOVISSSTE,39500,"Calle del Maestro S/N, Colonia FOVISSSTE, Acapulco de Juárez, Guerrero, CP. 39500",CAF UHF. Acapulco
Guerrero,Acapulco de Juárez,Guerrero,GRIST000346,Consultorio de Atención Familiar,UHF. Vicente Guerrero 200,Primer Nivel,Convenio,16.7731,-99.7705,Carretera,Acapulco Aeropuerto,S/N,Colonia,Aeropuerto,39899,"Carretera Acapulco Aeropuerto S/N, Colonia Aeropuerto, Acapulco de Juárez, Guerrero, CP. 39899",CAF UHF. Vicente Guerrero 200
Guerrero,Pungarabato,Guerrero,GRIST000211,Clínica de Medicina Familiar con Especialidades y Quirófano,Cd. Altamirano,Segundo Nivel,Propia,18.3595,-100.6775,Calle,Cipriano Jaimes Pte.,S/N,Colonia,Lindavista,40660,"Calle Cipriano Jaimes Pte. S/N, Colonia Lindavista, Pungarabato, Guerrero, CP. 40660",CMFEQ Cd. Altamirano
Guerrero,Técpan de Galeana,Guerrero,GRIST000264,Clínica de Medicina Familiar con Especialidades y Quirófano,Técpan de Galeana,Segundo Nivel,Propia,17.2043,-100.6281,Avenida,Mangos,S/N,Colonia,El Cerrito,40900,"Avenida Mangos S/N, Colonia El Cerrito, Técpan de Galeana, Guerrero, CP. 40900",CMFEQ Técpan de Galeana
Guerrero,Tlapa de Comonfort,Guerrero,GRIST000293,Clínica de Medicina Familiar con Especialidades y Quirófano,Tlapa de Comonfort,Segundo Nivel,Propia,17.5498,-98.5631,Callejón,El Chagui,S/N,Colonia,Contlalco,41304,"Callejón El Chagui S/N, Colonia Contlalco, Tlapa de Comonfort, Guerrero, CP. 41304",CMFEQ Tlapa de Comonfort
Hidalgo,Pachuca de Soto,Hidalgo,HGIST000106,Hospital General,"Dra. Columba Rivera Osorio, Pachuca",Segundo Nivel,Propia,20.0732,-98.7764,Carretera, México Pachuca Km. 86.5,S/N,Colonia,ISSSTE,42080,"Carretera  México Pachuca Km. 86.5 S/N, Colonia ISSSTE, Pachuca de Soto, Hidalgo, CP. 42080","HG Dra. Columba Rivera Osorio, Pachuca"
Hidalgo,Ixmiquilpan,Hidalgo,HGIST000065,Clinica Hospital,Ixmiquilpan,Segundo Nivel,Propia,20.4985,-99.181,Calle,El Nith Mirados,S/N,Colonia,El Nith,42300,"Calle El Nith Mirados S/N, Colonia El Nith, Ixmiquilpan, Hidalgo, CP. 42300",CH Ixmiquilpan
Hidalgo,Huichapan,Hidalgo,HGIST000053,Unidad de Medicina Familiar,Huichapan,Primer Nivel,Propia,20.3801,-99.652,Calle,Sostenes  Vega Esq. Ma. Tapia Lugo,S/N,Barrio, San Mateo,42400,"Calle Sostenes  Vega Esq. Ma. Tapia Lugo S/N, Barrio  San Mateo, Huichapan, Hidalgo, CP. 42400",UMF Huichapan
Hidalgo,Jacala de Ledezma,Hidalgo,HGIST000205,Unidad de Medicina Familiar,Jacala,Primer Nivel,Propia,20.3801,-99.652,Avenida,Frijoles,S/N,Barrio,Cerrito,42200,"Avenida Frijoles S/N, Barrio Cerrito, Jacala de Ledezma, Hidalgo, CP. 42200",UMF Jacala
Hidalgo,Nopala de Villagrán,Hidalgo,HGIST000234,Consultorio de Atención Familiar,Nopala,Primer Nivel,Subrogada,20.2514,-99.6442,Calle,Gomez Farias,S/N,Colonia,Centro,42470,"Calle Gomez Farias S/N, Colonia Centro, Nopala de Villagrán, Hidalgo, CP. 42470",CAF Nopala
Hidalgo,Tasquillo,Hidalgo,HGIST000275,Unidad de Medicina Familiar,Tasquillo,Primer Nivel,Propia,20.5534,-99.3126,Avenida,de Los Fresnos,S/N,Colonia,Centro,42380,"Avenida de Los Fresnos S/N, Colonia Centro, Tasquillo, Hidalgo, CP. 42380",UMF Tasquillo
Hidalgo,Tecozautla,Hidalgo,HGIST000280,Unidad de Medicina Familiar,Tecozautla,Primer Nivel,Propia,20.5257,-99.6354,Calle,"20 de Noviembre, Esq. 16 de Enero Sur",S/N,Barrio,La Metralla,42440,"Calle 20 de Noviembre, Esq. 16 de Enero Sur S/N, Barrio La Metralla, Tecozautla, Hidalgo, CP. 42440",UMF Tecozautla
Hidalgo,Zimapán,Hidalgo,HGIST000362,Consultorio de Atención Familiar,Zimapán,Primer Nivel,Subrogada,20.7387,-99.3771,Avenida,Centenario,S/N,Colonia,Centro,42330,"Avenida Centenario S/N, Colonia Centro, Zimapán, Hidalgo, CP. 42330",CAF Zimapán
Hidalgo,Tulancingo de Bravo,Hidalgo,HGIST000140,Clínica de Medicina Familiar,Tulancingo,Primer Nivel,Propia,20.0703,-98.3747,Calle,Johannes Brahams,S/N,Colonia,Jardínes Del Sur,43660,"Calle Johannes Brahams S/N, Colonia Jardínes Del Sur, Tulancingo de Bravo, Hidalgo, CP. 43660",CMF Tulancingo
Hidalgo,Tenango de Doria,Hidalgo,HGIST000292,Consultorio de Atención Familiar,Tenango de Doria,Primer Nivel,En Proceso de Regularización,20.3363,-98.224,Calle,Bachilleres,S/N,Colonia,Olimpica,43480,"Calle Bachilleres S/N, Colonia Olimpica, Tenango de Doria, Hidalgo, CP. 43480",CAF Tenango de Doria
Hidalgo,Huejutla de Reyes,Hidalgo,HGIST000041,Clinica Hospital,Huejutla de Reyes,Segundo Nivel,Propia,21.1343,-98.4089,Carretera,Pachuca - Huejutla de Reyes,S/N,Colonia,La Lomita,43000,"Carretera Pachuca - Huejutla de Reyes S/N, Colonia La Lomita, Huejutla de Reyes, Hidalgo, CP. 43000",CH Huejutla de Reyes
Hidalgo,Huautla,Hidalgo,HGIST000193,Consultorio de Atención Familiar,Huautla,Primer Nivel,En Proceso de Regularización,21.0291,-98.2899,Calle,Rafael Olivares Y Jose Castelan,S/N,Barrio,Alto,43050,"Calle Rafael Olivares Y Jose Castelan S/N, Barrio Alto, Huautla, Hidalgo, CP. 43050",CAF Huautla
Hidalgo,San Felipe Orizatlán,Hidalgo,HGIST000246,Consultorio de Atención Familiar,San Felipe Orizatlán,Primer Nivel,En Proceso de Regularización,21.1679,-98.6081,Calle,Vicente Suárez Con Juan Escutia,S/N,Colonia,Loma Bonita,43020,"Calle Vicente Suárez Con Juan Escutia S/N, Colonia Loma Bonita, San Felipe Orizatlán, Hidalgo, CP. 43020",CAF San Felipe Orizatlán
Hidalgo,Tlanchinol,Hidalgo,HGIST000321,Unidad de Medicina Familiar,Tlanchinol,Primer Nivel,Propia,20.9847,-98.6698,Avenida,Mexico -Tampico,S/N,Colonia,Vista Hermosa,43150,"Avenida Mexico -Tampico S/N, Colonia Vista Hermosa, Tlanchinol, Hidalgo, CP. 43150",UMF Tlanchinol
Hidalgo,Calnali,Hidalgo,HGIST000176,Consultorio de Atención Familiar,Calnali,Primer Nivel,Subrogada,20.8969,-98.583,Avenida,Cuahutémoc,S/N,Barrio,Tlala ,43230,"Avenida Cuahutémoc S/N, Barrio Tlala , Calnali, Hidalgo, CP. 43230",CAF Calnali
Hidalgo,Molango de Escamilla,Hidalgo,HGIST000094,Unidad de Medicina Familiar,Molango,Primer Nivel,Propia,20.7858,-98.7312,Calle,Corregidora,S/N,Barrio,La Alameda ,43100,"Calle Corregidora S/N, Barrio La Alameda , Molango de Escamilla, Hidalgo, CP. 43100",UMF Molango
Hidalgo,Xochicoatlán,Hidalgo,HGIST000345,Consultorio de Atención Familiar,Xochicoatlán,Primer Nivel,Subrogada,20.7768,-98.6815,Calle,Plan de Agua,S/N,Barrio,Plan De Agua,43250,"Calle Plan de Agua S/N, Barrio Plan De Agua, Xochicoatlán, Hidalgo, CP. 43250",CAF Xochicoatlán
Hidalgo,Chapulhuacán,Hidalgo,HGIST000181,Consultorio de Atención Familiar,Chapulhuacán,Primer Nivel,Subrogada,21.1575,-98.9056,Calle,Ignacio Allende,S/N,Colonia,La Estación Centro,42280,"Calle Ignacio Allende S/N, Colonia La Estación Centro, Chapulhuacán, Hidalgo, CP. 42280",CAF Chapulhuacán
Hidalgo,Mixquiahuala de Juárez,Hidalgo,HGIST000082,Clínica de Medicina Familiar,Mixquiahuala,Primer Nivel,Propia,20.2278,-99.2073,Calle,Ignacio Allende,S/N,Colonia,Centro,42700,"Calle Ignacio Allende S/N, Colonia Centro, Mixquiahuala de Juárez, Hidalgo, CP. 42700",CMF Mixquiahuala
Hidalgo,Francisco I. Madero,Hidalgo,HGIST000036,Unidad de Medicina Familiar,Tepatepec,Primer Nivel,Propia,20.2424,-99.0859,Calle,Alamo,S/N,Colonia,I Demarcacion,42660,"Calle Alamo S/N, Colonia I Demarcacion, Francisco I. Madero, Hidalgo, CP. 42660",UMF Tepatepec
Hidalgo,Tepeji del Río de Ocampo,Hidalgo,HGIST000111,Unidad de Medicina Familiar,Tepeji del Río,Primer Nivel,Propia,19.901,-99.3461,Cerrada, Ignacio Ramírez,S/N,Colonia,Ignacio Ramirez,42850,"Cerrada  Ignacio Ramírez S/N, Colonia Ignacio Ramirez, Tepeji del Río de Ocampo, Hidalgo, CP. 42850",UMF Tepeji del Río
Hidalgo,Tezontepec de Aldama,Hidalgo,HGIST000316,Unidad de Medicina Familiar,Tezontepec de Aldama,Primer Nivel,Propia,20.192,-99.2757,Calle,Manantiales,S/N,Colonia,Centro,42760,"Calle Manantiales S/N, Colonia Centro, Tezontepec de Aldama, Hidalgo, CP. 42760",UMF Tezontepec de Aldama
Hidalgo,Tlaxcoapan,Hidalgo,HGIST000333,Unidad de Medicina Familiar,Tlaxcoapan,Primer Nivel,Propia,20.0922,-99.2181,Avenida,Francisco I Madero,S/N,Colonia,Ciudadela,42954,"Avenida Francisco I Madero S/N, Colonia Ciudadela, Tlaxcoapan, Hidalgo, CP. 42954",UMF Tlaxcoapan
Hidalgo,Tula de Allende,Hidalgo,HGIST000135,Unidad de Medicina Familiar,Tula de Allende,Primer Nivel,Propia,20.0506,-99.3516,Prolongación,20 de Noviembre,S/N,Colonia,FOVISSSTE,42807,"Prolongación 20 de Noviembre S/N, Colonia FOVISSSTE, Tula de Allende, Hidalgo, CP. 42807",UMF Tula de Allende
Hidalgo,Pachuca de soto,Hidalgo,HGIST000386,Clínica de Medicina Familiar con Especialidades,Pachuca,Segundo Nivel,Propia,20.0641,-98.7769,Avenida,Lic. Javier Rojo Gómez,S/N,Fraccionamiento,Juan C. Doria,42083,"Avenida Lic. Javier Rojo Gómez S/N, Fraccionamiento Juan C. Doria, Pachuca de soto, Hidalgo, CP. 42083",CMFE Pachuca
Hidalgo,Actopan,Hidalgo,HGIST000012,Unidad de Medicina Familiar,Actopan,Primer Nivel,Propia,20.2764,-98.9472,Calle,Manuel Altamirano,S/N,Colonia,Aviación,42500,"Calle Manuel Altamirano S/N, Colonia Aviación, Actopan, Hidalgo, CP. 42500",UMF Actopan
Hidalgo,Apan,Hidalgo,HGIST000024,Unidad de Medicina Familiar,Apan,Primer Nivel,Propia,19.7112,-98.4582,Prolongación,Hidalgo,S/N,Fraccionamiento,Los Capulines,43908,"Prolongación Hidalgo S/N, Fraccionamiento Los Capulines, Apan, Hidalgo, CP. 43908",UMF Apan
Hidalgo,Atotonilco el Grande,Hidalgo,HGIST000164,Consultorio de Atención Familiar,Atotonilco el Grande,Primer Nivel,Subrogada,20.2838,-98.673,Camino,San Miguel,S/N,Barrio, Los Nogales,43300,"Camino San Miguel S/N, Barrio  Los Nogales, Atotonilco el Grande, Hidalgo, CP. 43300",CAF Atotonilco el Grande
Hidalgo,Metztitlán,Hidalgo,HGIST000070,Unidad de Medicina Familiar,Metztitlán,Primer Nivel,Propia,20.5968,-98.7668,Calle,2 de Febrero,S/N,Barrio,Coatlan,43350,"Calle 2 de Febrero S/N, Barrio Coatlan, Metztitlán, Hidalgo, CP. 43350",UMF Metztitlán
Hidalgo,Mineral del Monte,Hidalgo,HGIST000210,Unidad de Medicina Familiar,Mineral del Monte,Primer Nivel,Propia,20.1336,-98.6742,Calle,Campo Junior,S/N,Barrio, El Purero,42135,"Calle Campo Junior S/N, Barrio  El Purero, Mineral del Monte, Hidalgo, CP. 42135",UMF Mineral del Monte
Hidalgo,Tepeapulco,Hidalgo,HGIST000304,Unidad de Medicina Familiar,Tepeapulco,Primer Nivel,Propia,19.757,-98.5853,Calle,"Tesatla, S/N, Villas de Sahagun",S/N,Colonia,"Tesatla, Villas De Sahagun",43970,"Calle Tesatla, S/N, Villas de Sahagun S/N, Colonia Tesatla, Villas De Sahagun, Tepeapulco, Hidalgo, CP. 43970",UMF Tepeapulco
Hidalgo,Tizayuca,Hidalgo,HGIST000123,Unidad de Medicina Familiar,Tizayuca,Primer Nivel,Propia,19.8353,-98.9839,Avenida,Francisco I. Madero,S/N,Colonia, Atempa,43800,"Avenida Francisco I. Madero S/N, Colonia  Atempa, Tizayuca, Hidalgo, CP. 43800",UMF Tizayuca
Hidalgo,Zacualtipán de Ángeles,Hidalgo,HGIST000152,Unidad de Medicina Familiar,Zacualtipán,Primer Nivel,Propia,20.6571,-98.6585,Calle,Héroes de la Revolución Mexicana,S/N,Colonia,Adolfo López Matéos,43200,"Calle Héroes de la Revolución Mexicana S/N, Colonia Adolfo López Matéos, Zacualtipán de Ángeles, Hidalgo, CP. 43200",UMF Zacualtipán
Hidalgo,Zapotlán de Juárez,Hidalgo,HGIST000350,Consultorio de Atención Familiar,Zapotlán de Juárez,Primer Nivel,Subrogada,19.9739,-98.8626,Calle,Prof. Eduardo Vera Gutierrez,S/N,Colonia,Centro,42190,"Calle Prof. Eduardo Vera Gutierrez S/N, Colonia Centro, Zapotlán de Juárez, Hidalgo, CP. 42190",CAF Zapotlán de Juárez
Hidalgo,Pachuca de Soto,Hidalgo,HGIST000251,Consultorio Médico en Centro de Trabajo,"Servicio Geológico Mexicano, Los Arcos",Primer Nivel,Convenio,20.0902,-98.769,Avenida,Real del Monte,S/N,Fraccionamiento,Los Arcos,42083,"Avenida Real del Monte S/N, Fraccionamiento Los Arcos, Pachuca de Soto, Hidalgo, CP. 42083","CMCT Servicio Geológico Mexicano, Los Arcos"
Hidalgo,Pachuca de Soto,Hidalgo,HGIST000263,Consultorio Médico en Centro de Trabajo,Pensionados y Jubilados (ISSSTE),Primer Nivel,Convenio,20.1052,-98.7752,Boulevard,Ramon G. Bonfil,S/N,Residencial, Parque Esmeralda,42084,"Boulevard Ramon G. Bonfil S/N, Residencial  Parque Esmeralda, Pachuca de Soto, Hidalgo, CP. 42084",CMCT Pensionados y Jubilados (ISSSTE)
Jalisco,Guadalajara,Jalisco,JCIST000074,Clínica de Medicina Familiar,"Dr. Arturo Glez, Guadalajara No. 1",Primer Nivel,Propia,20.688,-103.3298,Calle,Centro Médico,S/N,Fraccionamiento,Independencia Oriente,44340,"Calle Centro Médico S/N, Fraccionamiento Independencia Oriente, Guadalajara, Jalisco, CP. 44340","CMF Dr. Arturo Glez, Guadalajara No. 1"
Jalisco,Ahualulco de Mercado,Jalisco,JCIST000161,Unidad de Medicina Familiar,Ahualulco de Mercado,Primer Nivel,Propia,20.6907,-103.9714,Calle,5 De Febrero,S/N,Colonia,La Estación,46735,"Calle 5 De Febrero S/N, Colonia La Estación, Ahualulco de Mercado, Jalisco, CP. 46735",UMF Ahualulco de Mercado
Jalisco,Ameca,Jalisco,JCIST000016,Unidad de Medicina Familiar,Ameca,Primer Nivel,En Proceso de Regularización,20.5529,-104.0487,Calle,Portezuelo,S/N,Ranchería, El Nogal,46627,"Calle Portezuelo S/N, Ranchería  El Nogal, Ameca, Jalisco, CP. 46627",UMF Ameca
Jalisco,Colotlán,Jalisco,JCIST000272,Consultorio de Atención Familiar,Colotlán,Primer Nivel,Subrogada,22.114,-103.2712,Calle,Centenario,S/N,Colonia,Centro,46200,"Calle Centenario S/N, Colonia Centro, Colotlán, Jalisco, CP. 46200",CAF Colotlán
Jalisco,Villa Guerrero,Jalisco,JCIST000820,Consultorio de Atención Familiar,Villa Guerrero,Primer Nivel,Subrogada,21.9854,-103.5954,Calle,20 De Noviembre,S/N,Colonia,Centro,46100,"Calle 20 De Noviembre S/N, Colonia Centro, Villa Guerrero, Jalisco, CP. 46100",CAF Villa Guerrero
Jalisco,Magdalena,Jalisco,JCIST000511,Consultorio de Atención Familiar,Magdalena,Primer Nivel,Rentada,20.9094,-103.9787,Calle,Felix María Martínez,S/N,Colonia,Centro,46470,"Calle Felix María Martínez S/N, Colonia Centro, Magdalena, Jalisco, CP. 46470",CAF Magdalena
Jalisco,Tala,Jalisco,JCIST000680,Consultorio de Atención Familiar,Tala,Primer Nivel,Subrogada,20.6568,-103.7059,Calle,Rafael Montaño,S/N,Colonia,Centro,45300,"Calle Rafael Montaño S/N, Colonia Centro, Tala, Jalisco, CP. 45300",CAF Tala
Jalisco,Guadalajara,Jalisco,JCIST000342,Consultorio Médico en Centro de Trabajo,Palacio Federal,Primer Nivel,Convenio,20.685,-103.3478,Calle,Alcalde,S/N,Colonia,Centro,44200,"Calle Alcalde S/N, Colonia Centro, Guadalajara, Jalisco, CP. 44200",CMCT Palacio Federal
Jalisco,Huejúcar,Jalisco,JCIST000436,Consultorio de Atención Familiar,Huejúcar,Primer Nivel,Subrogada,22.3569,-103.2114,Calle,Centenario,S/N,Colonia,Centro,46260,"Calle Centenario S/N, Colonia Centro, Huejúcar, Jalisco, CP. 46260",CAF Huejúcar
Jalisco,Tequila,Jalisco,JCIST000144,Consultorio de Atención Familiar,Tequila,Primer Nivel,Subrogada,20.877,-103.8389,Calle,Maiz,S/N,Colonia,La Mezcalera,46403,"Calle Maiz S/N, Colonia La Mezcalera, Tequila, Jalisco, CP. 46403",CAF Tequila
Jalisco,Etzatlán,Jalisco,JCIST000330,Consultorio de Atención Familiar,Etzatlán,Primer Nivel,Subrogada,20.7637,-104.0781,Calle,Hidalgo,S/N,Colonia,Centro,46500,"Calle Hidalgo S/N, Colonia Centro, Etzatlán, Jalisco, CP. 46500",CAF Etzatlán
Jalisco,Huejuquilla el Alto,Jalisco,JCIST000441,Consultorio de Atención Familiar,Huejuquilla el Alto,Primer Nivel,Subrogada,22.629,-103.8995,Calle,Ignacio Allende,S/N,Colonia,Centro,46000,"Calle Ignacio Allende S/N, Colonia Centro, Huejuquilla el Alto, Jalisco, CP. 46000",CAF Huejuquilla el Alto
Jalisco,Guadalajara,Jalisco,JCIST000354,Consultorio Médico en Centro de Trabajo,FSTSE,Primer Nivel,Convenio,20.6935,-103.3519,Calle,Maríano Barcenas,S/N,Colonia,Jardínes Alcalde,44298,"Calle Maríano Barcenas S/N, Colonia Jardínes Alcalde, Guadalajara, Jalisco, CP. 44298",CMCT FSTSE
Jalisco,El Arenal,Jalisco,JCIST000185,Consultorio de Atención Familiar,El Arenal,Primer Nivel,Subrogada,20.7792,-103.6889,Calle,5 De Mayo,S/N,Pueblo,Hipodromo,45350,"Calle 5 De Mayo S/N, Pueblo Hipodromo, El Arenal, Jalisco, CP. 45350",CAF El Arenal
Jalisco,Bolaños,Jalisco,JCIST000226,Consultorio de Atención Familiar,Bolaños,Primer Nivel,Subrogada,21.8317,-103.7817,Calle,Vicente Guerrero,S/N,Colonia,Bolaños,46130,"Calle Vicente Guerrero S/N, Colonia Bolaños, Bolaños, Jalisco, CP. 46130",CAF Bolaños
Jalisco,Mezquitic,Jalisco,JCIST000540,Consultorio de Atención Familiar,Mezquitic,Primer Nivel,Subrogada,22.3878,-103.7266,Calle,Benito Juárez,S/N,Colonia,Centro,46040,"Calle Benito Juárez S/N, Colonia Centro, Mezquitic, Jalisco, CP. 46040",CAF Mezquitic
Jalisco,Cuquío,Jalisco,JCIST000296,Consultorio de Atención Familiar,Cuquío,Primer Nivel,Subrogada,20.9309,-103.026,Calle,Cuauhtémoc,S/N,Colonia,Centro,45480,"Calle Cuauhtémoc S/N, Colonia Centro, Cuquío, Jalisco, CP. 45480",CAF Cuquío
Jalisco,Guadalajara,Jalisco,JCIST000366,Clínica de Medicina Familiar,Guadalajara No. 2,Primer Nivel,Rentada,20.6873,-103.3693,Calle,Gral Eulogio Parra,S/N,Colonia,Santa Teresita,44600,"Calle Gral Eulogio Parra S/N, Colonia Santa Teresita, Guadalajara, Jalisco, CP. 44600",CMF Guadalajara No. 2
Jalisco,Tecolotlán,Jalisco,JCIST000091,Unidad de Medicina Familiar,Tecolotlán,Primer Nivel,En Proceso de Regularización,20.2036,-104.0511,Calle,Ramón Corona,S/N,Colonia,Tecolotlan,48540,"Calle Ramón Corona S/N, Colonia Tecolotlan, Tecolotlán, Jalisco, CP. 48540",UMF Tecolotlán
Jalisco,Cocula,Jalisco,JCIST000050,Unidad de Medicina Familiar,Cocula,Primer Nivel,En Proceso de Regularización,20.3571,-103.8166,Calle,San Diego,S/N,Colonia,La Ascención,48500,"Calle San Diego S/N, Colonia La Ascención, Cocula, Jalisco, CP. 48500",UMF Cocula
Jalisco,Zapopan,Jalisco,JCIST000856,Consultorio de Atención Familiar,UHF. Estatuto Jurídico Tuzania,Primer Nivel,Convenio,20.737,-103.404,Calle,Andador Jacobo Galvez,1,Fraccionamiento,Catra FOVISSSTE Tuzania,45149,"Calle Andador Jacobo Galvez 1, Fraccionamiento Catra FOVISSSTE Tuzania, Zapopan, Jalisco, CP. 45149",CAF UHF. Estatuto Jurídico Tuzania
Jalisco,Guadalajara,Jalisco,JCIST000371,Consultorio de Atención Familiar,UH. FOVISSSTE Miravalle,Primer Nivel,Convenio,20.6081,-103.354,Calle,Cerrada Teuchitlán,Local J,Colonia,"Cerrada Teuchitlán Manzana 12 Local ""J"" Catra FOVISSSTE Miravalle ",44990,"Calle Cerrada Teuchitlán Local J, Colonia Cerrada Teuchitlán Manzana 12 Local ""J"" Catra FOVISSSTE Miravalle , Guadalajara, Jalisco, CP. 44990",CAF UH. FOVISSSTE Miravalle
Jalisco,Guadalajara,Jalisco,JCIST000383,Consultorio Médico en Centro de Trabajo,USEDJ,Primer Nivel,Convenio,20.7251,-103.4299,Calle,"Av. Central # 615, Col. Residencial Poniente",S/N,Colonia,Residencial Poniente,45136,"Calle Av. Central # 615, Col. Residencial Poniente S/N, Colonia Residencial Poniente, Guadalajara, Jalisco, CP. 45136",CMCT USEDJ
